Title,Rating,Studio,Adaptation,Genre,Duration,Show Type,No of Episodes,Year of Release
Re:Zero - Starting Life in Another World Season 2 (Part 2),4.16 Excellent,"WHITE FOX Co., Ltd.",Light Novel,Drama,~29min,TV-Series,12,2021
Mob Psycho 100 II,4.16 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,13,2019
Takopi’s Original Sin,4.19 Excellent,ENISHIYA Inc.,Manga,Drama,~26min,TV-Series,6,2025
Kingdom Season 4,4.23 Masterpiece,"Pierrot Co., Ltd., St.Signpost.CO.,Ltd.",Manga,Action,~25min,TV-Series,26,2022
Black Lagoon: The Second Barrage,4.15 Excellent,MADHOUSE Inc.,Manga,Action,~24min,TV-Series,12,2006
Kingdom: Season 5,4.27 Masterpiece,"Pierrot Co., Ltd., St.Signpost.CO.,Ltd.",Manga,Action,~25min,TV-Series,13,2024
AnoHana: The Flower We Saw That Day,4.14 Excellent,A-1 Pictures Inc.,Original Work,Drama,~24min,TV-Series,11,2011
Steins;Gate 0,4.14 Excellent,"WHITE FOX Co., Ltd.",Visual Novel,Thriller,~24min,TV-Series,23,2018
Elfen Lied,4.14 Excellent,"Arms, Studio Guts Co., Ltd.",Manga,Action Drama,~25min,TV-Series,13,2004
Bleach: Thousand-Year Blood War - Part 2,4.16 Excellent,"Pierrot Co., Ltd.",Manga,Fighting-Shounen,~25min,TV-Series,13,2023
Fairy Tail Final Season,4.14 Excellent,"A-1 Pictures Inc., Bridge Inc., CloverWorks Inc.",Manga,Fighting-Shounen,~24min,TV-Series,51,2018
Bungo Stray Dogs 5,4.18 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,11,2023
Re:Zero - Starting Life in Another World: Season 3,4.15 Excellent,"WHITE FOX Co., Ltd.",Light Novel,Drama,~28min,TV-Series,16,2024
Fate/Stay Night: Unlimited Blade Works - Season 2,4.14 Excellent,"ufotable, Inc.",Visual Novel,Action Drama,~24min,TV-Series,13,2015
The Quintessential Quintuplets 2,4.14 Excellent,Bibury Animation Studios,Manga,Romantic Comedy,~24min,TV-Series,12,2021
The Angel Next Door Spoils Me Rotten,4.14 Excellent,project No.9,Light Novel,Romance,~24min,TV-Series,12,2023
Shangri-La Frontier: Season 2,4.15 Excellent,"C2C Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,25,2024
Mobile Suit Gundam SEED,4.13 Excellent,SUNRISE Inc.,Original Work,Action Drama,~24min,TV-Series,50,2002
Spy × Family (Cour 2),4.13 Excellent,"CloverWorks Inc., WIT STUDIO, Inc.",Manga,Action Comedy,~24min,TV-Series,13,2022
Ascendance of a Bookworm,4.13 Excellent,"AJIADO CO.,LTD.",Light Novel,Slice of Life Drama,~24min,TV-Series,14,2019
Vinland Saga: Season 2,4.14 Excellent,"MAPPA Co., Ltd.",Manga,Adventure,~26min,TV-Series,24,2023
That Time I Got Reincarnated as a Slime: Season 3,4.13 Excellent,"8bit Corp, Inc.",Light Novel,Adventure,~24min,TV-Series,24,2024
Overlord III,4.13 Excellent,MADHOUSE Inc.,Light Novel,Action,~24min,TV-Series,13,2018
Summer Time Rendering,4.14 Excellent,"OLM, Inc.",Manga,Supernatural Thriller,~24min,TV-Series,25,2022
Gintama (Episodes 329-341),4.15 Excellent,BANDAI NAMCO Pictures Inc.,Manga,Nonsense-Comedy,~24min,TV-Series,13,2017
Overlord IV,4.13 Excellent,MADHOUSE Inc.,Light Novel,Action,~24min,TV-Series,13,2022
No Game No Life,4.12 Excellent,MADHOUSE Inc.,Light Novel,Adventure,~24min,TV-Series,12,2014
Kuroko’s Basketball Season 2,4.12 Excellent,"Production I.G., Inc.",Manga,Ganbatte,~25min,TV-Series,25,2013
Kanon,4.12 Excellent,"Kyoto Animation Co., Ltd.",Visual Novel,Sentimental Drama,~24min,TV-Series,24,2006
Kuroko’s Basketball Season 3,4.12 Excellent,"Production I.G., Inc.",Manga,Ganbatte,~24min,TV-Series,25,2015
Shangri-La Frontier,4.12 Excellent,"C2C Co., Ltd.",Light Novel,Adventure,~25min,TV-Series,25,2023
Full Metal Panic! The Second Raid,4.11 Excellent,"Kyoto Animation Co., Ltd.",Light Novel,Action Drama,~23min,TV-Series,13,2005
Fate/Stay Night: Unlimited Blade Works - Season 1,4.12 Excellent,"ufotable, Inc.",Visual Novel,Action Drama,~27min,TV-Series,12,2014
JoJo’s Bizarre Adventure: Golden Wind,4.13 Excellent,David Production Inc.,Manga,Fighting-Shounen,~24min,TV-Series,39,2018
A Place Further Than the Universe,4.12 Excellent,MADHOUSE Inc.,Original Work,Adventure,~24min,TV-Series,13,2017
Dr. Stone: New World,4.12 Excellent,"TMS Entertainment Co., Ltd.",Manga,Adventure,~24min,TV-Series,11,2023
Chainsaw Man,4.11 Excellent,"MAPPA Co., Ltd.",Manga,Action Drama,~24min,TV-Series,12,2022
Re:Zero - Starting Life in Another World,4.11 Excellent,"WHITE FOX Co., Ltd.",Light Novel,Drama,~26min,TV-Series,25,2016
Bakuman Season 2,4.12 Excellent,"J.C.STAFF Co., Ltd.",Manga,Ganbatte,~24min,TV-Series,25,2011
My Hero Academia: Season 7,4.12 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,21,2024
Spice and Wolf: Merchant Meets the Wise Wolf,4.12 Excellent,"Passione Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,25,2024
Re:Zero - Starting Life in Another World Season 2,4.11 Excellent,"WHITE FOX Co., Ltd.",Light Novel,Drama,~26min,TV-Series,13,2020
Rascal Does Not Dream of Bunny Girl Senpai,4.11 Excellent,CloverWorks Inc.,Light Novel,Romantic Drama,~25min,TV-Series,13,2018
Gurren Lagann,4.11 Excellent,"Gainax Co., Ltd.",Original Work,Action Comedy,~24min,TV-Series,27,2007
The Disastrous Life of Saiki K. Season 2,4.12 Excellent,"EGG FIRM, J.C.STAFF Co., Ltd.",Manga,Slice of Life Comedy,~24min,TV-Series,24,2018
JoJo’s Bizarre Adventure: Diamond Is Unbreakable,4.12 Excellent,David Production Inc.,Manga,Fighting-Shounen,~24min,TV-Series,39,2016
Cross Game,4.12 Excellent,"SynergySP Co. ,Ltd.",Manga,Ganbatte,~24min,TV-Series,50,2009
Spice and Wolf,4.11 Excellent,"IMAGIN Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2008
Fullmetal Alchemist,4.10 Excellent,BONES Inc.,Manga,Adventure,~24min,TV-Series,51,2003
Mob Psycho 100 III,4.12 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,12,2022
Sekai Ichi Hatsukoi: World’s Greatest First Love - Season 2,4.11 Excellent,"Studio DEEN Co., Ltd.",Manga,Romance,~24min,TV-Series,12,2011
Welcome to the N.H.K.,4.10 Excellent,Gonzo K.K.,Light Novel,Drama,~24min,TV-Series,24,2006
Fairy Tail (Second Season),4.10 Excellent,"A-1 Pictures Inc., Bridge Inc.",Manga,Fighting-Shounen,~24min,TV-Series,102,2014
Natsume’s Book of Friends: Season 6,4.13 Excellent,Shuka Inc.,Manga,Slice of Life Drama,~24min,TV-Series,11,2017
Oddtaxi,4.12 Excellent,"OLM, Inc., P.I.C.S. Co., Ltd.",Original Work,Slice of Life Drama,~24min,TV-Series,13,2021
Descending Stories: Showa Genroku Rakugo Shinju,4.15 Excellent,"Studio DEEN Co., Ltd.",Manga,Drama,~25min,TV-Series,12,2017
Medalist,4.16 Excellent,ENGI Co.Ltd.,Manga,Ganbatte,~23min,TV-Series,13,2025
Natsume’s Book of Friends: Season 4,4.11 Excellent,Brain’s Base,Manga,Slice of Life Drama,~24min,TV-Series,13,2012
Beck: Mongolian Chop Squad,4.10 Excellent,MADHOUSE Inc.,Manga,Ganbatte,~25min,TV-Series,26,2004
Classroom of the Elite: Season 2,4.10 Excellent,Lerche,Light Novel,Drama,~24min,TV-Series,13,2022
Monogatari Series: Second Season,4.10 Excellent,SHAFT Inc.,Light Novel,Ghost Stories,~24min,TV-Series,26,2013
Noragami Aragoto,4.09 Excellent,BONES Inc.,Manga,Action,~24min,TV-Series,13,2015
Kaguya-sama: Love Is War,4.09 Excellent,A-1 Pictures Inc.,Manga,Romantic Comedy,~24min,TV-Series,12,2019
Horimiya: The Missing Pieces,4.10 Excellent,CloverWorks Inc.,Manga,Romantic Comedy,~24min,TV-Series,13,2023
Fate/Zero Season 2,4.08 Excellent,"ufotable, Inc.",Light Novel,Action Drama,~24min,TV-Series,12,2012
A Sign of Affection,4.09 Excellent,"AJIADO CO.,LTD.",Manga,Romance,~24min,TV-Series,12,2024
My Dress-Up Darling: Season 2,4.14 Excellent,CloverWorks Inc.,Manga,Romantic Comedy,~24min,TV-Series,12,2025
Major 5th Season,4.09 Excellent,"SynergySP Co. ,Ltd.",Manga,Ganbatte,~24min,TV-Series,25,2009
86: Eighty Six,4.08 Excellent,A-1 Pictures Inc.,Light Novel,Action Drama,~24min,TV-Series,11,2021
Hell’s Paradise,4.08 Excellent,"MAPPA Co., Ltd.",Manga,Action Drama,~24min,TV-Series,13,2023
The Dangers in My Heart,4.09 Excellent,"Shin-ei Animation Co., Ltd.",Manga,Romantic Comedy,~23min,TV-Series,12,2023
Kono Oto Tomare! Sounds of Life Season 2,4.11 Excellent,"Platinumvision Co., Ltd.",Manga,Drama,~24min,TV-Series,13,2019
Food Wars! The Fourth Plate,4.08 Excellent,"J.C.STAFF Co., Ltd.",Manga,Ganbatte,~24min,TV-Series,12,2019
Bleach: Thousand-Year Blood War - The Conflict,4.11 Excellent,"Pierrot Co., Ltd.",Manga,Fighting-Shounen,~25min,TV-Series,14,2024
My Hero Academia,4.07 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,13,2016
Bungo Stray Dogs 4,4.11 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,13,2023
Tokyo Revengers,4.07 Excellent,LIDEN FILMS Inc.,Manga,Action Drama,~24min,TV-Series,24,2021
Hunter × Hunter,4.07 Excellent,"Nippon Animation Co., Ltd.",Manga,Fighting-Shounen,~23min,TV-Series,62,1999
Kuroko’s Basketball,4.07 Excellent,"Production I.G., Inc.",Manga,Ganbatte,~24min,TV-Series,25,2012
Lycoris Recoil,4.08 Excellent,A-1 Pictures Inc.,Original Work,Action Drama,~24min,TV-Series,13,2022
Junjo Romantica 3,4.09 Excellent,"Studio DEEN Co., Ltd.",Manga,Romance,~24min,TV-Series,12,2015
The Seven Deadly Sins,4.07 Excellent,A-1 Pictures Inc.,Manga,Action Drama,~24min,TV-Series,24,2014
Ranking of Kings,4.08 Excellent,"WIT STUDIO, Inc.",Manga,Adventure,~23min,TV-Series,23,2021
Natsume’s Book of Friends: Season 5,4.09 Excellent,Shuka Inc.,Manga,Slice of Life Drama,~24min,TV-Series,11,2016
Psycho-Pass,4.06 Excellent,"Production I.G., Inc.",Original Work,Crime Fiction,~23min,TV-Series,22,2012
Tengoku Daimakyo,4.07 Excellent,"Production I.G., Inc.",Manga,Adventure,~24min,TV-Series,13,2023
Black Lagoon,4.06 Excellent,MADHOUSE Inc.,Manga,Action,~24min,TV-Series,12,2006
Miss Kobayashi’s Dragon Maid S,4.07 Excellent,"Kyoto Animation Co., Ltd.",Manga,Slice of Life Comedy,~24min,TV-Series,12,2021
Sword Art Online,4.06 Excellent,A-1 Pictures Inc.,Light Novel,Action Drama,~24min,TV-Series,25,2012
Dr. Stone: Science Future,4.07 Excellent,"TMS Entertainment Co., Ltd.",Manga,Adventure,~24min,TV-Series,12,2025
Sound! Euphonium 3,4.13 Excellent,"Kyoto Animation Co., Ltd.",Novel,Slice of Life Drama,~25min,TV-Series,13,2024
Puella Magi Madoka Magica,4.06 Excellent,SHAFT Inc.,Original Work,Drama,~24min,TV-Series,12,2011
Tsukimichi: Moonlit Fantasy - Season 2,4.06 Excellent,"J.C.STAFF Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,25,2024
Maid Sama!,4.05 Excellent,"J.C.STAFF Co., Ltd.",Manga,Romantic Comedy,~25min,TV-Series,26,2010
Laid-Back Camp,4.06 Excellent,"C-Station Co., Ltd",Manga,Slice of Life Comedy,~24min,TV-Series,12,2018
Ghost in the Shell: S.A.C. 2nd GIG,4.06 Excellent,"Production I.G., Inc.",Manga,Action Drama,~25min,TV-Series,26,2004
Ace of the Diamond: Act II,4.11 Excellent,MADHOUSE Inc.,Manga,Ganbatte,~24min,TV-Series,52,2019
Astra Lost in Space,3.98 Excellent,Lerche,Manga,Adventure,~28min,TV-Series,12,2019
Laid-Back Camp: Season 3,4.01 Excellent,"8bit Corp, Inc.",Manga,Slice of Life Comedy,~24min,TV-Series,12,2024
My Love Story with Yamada-kun at Lv999,3.97 Excellent,MADHOUSE Inc.,Manga,Romance,~24min,TV-Series,13,2023
Overlord II,3.97 Excellent,MADHOUSE Inc.,Light Novel,Action,~24min,TV-Series,13,2017
Non Non Biyori Nonstop,4.01 Excellent,SILVER LINK.,Manga,Slice of Life Comedy,~24min,TV-Series,12,2021
Taisho Otome Fairy Tale,3.99 Excellent,"SynergySP Co. ,Ltd.",Manga,Romance,~24min,TV-Series,12,2021
World Trigger 3rd Season,4.01 Excellent,"Toei Animation Co., Ltd.",Manga,Fighting-Shounen,~23min,TV-Series,14,2021
Natsume’s Book of Friends: Season 7,4.08 Excellent,Shuka Inc.,Manga,Slice of Life Drama,~24min,TV-Series,12,2024
Bluelock,3.97 Excellent,"8bit Corp, Inc.",Manga,Ganbatte,~24min,TV-Series,24,2022
Katanagatari,3.97 Excellent,"WHITE FOX Co., Ltd.",Light Novel,Adventure,~50min,TV-Series,12,2010
Full Metal Panic!,3.96 Excellent,Gonzo K.K.,Light Novel,Action Comedy,~23min,TV-Series,24,2002
Fate/Zero,3.96 Excellent,"ufotable, Inc.",Light Novel,Action Drama,~24min,TV-Series,13,2011
Death Parade,3.96 Excellent,MADHOUSE Inc.,Original Work,Drama,~23min,TV-Series,12,2015
Initial D: First Stage,3.97 Excellent,"GALLOP Co., Ltd., Pastel",Manga,Ganbatte,~25min,TV-Series,26,1998
Macross Frontier,3.96 Excellent,Satelight Inc.,Original Work,Action,~26min,TV-Series,25,2007
Gate (Season 2),3.96 Excellent,A-1 Pictures Inc.,Light Novel,Action,~24min,TV-Series,12,2016
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",3.96 Excellent,project No.9,Light Novel,Drama,~24min,TV-Series,13,2021
Darker than Black,3.96 Excellent,BONES Inc.,Original Work,Action,~24min,TV-Series,25,2007
Tokyo Revengers: Christmas Showdown,3.98 Excellent,LIDEN FILMS Inc.,Manga,Action Drama,~24min,TV-Series,13,2023
Initial D: Fourth Stage,3.97 Excellent,"ACGT Co., Ltd.",Manga,Ganbatte,~27min,TV-Series,24,2004
Shadows House 2nd Season,3.99 Excellent,CloverWorks Inc.,Manga,Supernatural Drama,~24min,TV-Series,12,2022
"Bofuri: I Don’t Want to Get Hurt, So I’ll Max Out My Defense.",3.96 Excellent,SILVER LINK.,Light Novel,Action Comedy,~24min,TV-Series,12,2020
Bungo Stray Dogs 3,3.97 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,12,2019
Komi Can’t Communicate (Part 2),3.97 Excellent,"OLM, Inc.",Manga,Romantic Comedy,~24min,TV-Series,12,2022
Reincarnated as a Sword,3.96 Excellent,"C2C Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2022
My Roommate Is a Cat,3.96 Excellent,"ZERO-G, Inc.",Manga,Comedy,~24min,TV-Series,12,2019
A Certain Scientific Railgun S,3.96 Excellent,"J.C.STAFF Co., Ltd.",Manga,Action,~24min,TV-Series,24,2013
Welcome to the Ballroom,3.96 Excellent,"Production I.G., Inc.",Manga,Ganbatte,~24min,TV-Series,24,2017
Is It Wrong to Try to Pick Up Girls in a Dungeon?,3.95 Excellent,"J.C.STAFF Co., Ltd.",Light Novel,Action Comedy,~24min,TV-Series,13,2015
InuYasha: The Final Act,3.95 Excellent,SUNRISE Inc.,Manga,Fighting-Shounen,~25min,TV-Series,26,2009
Erin,3.97 Excellent,"Production I.G., Inc., Trans Arts",Novel,Drama,~24min,TV-Series,50,2009
Fire Force,3.95 Excellent,David Production Inc.,Manga,Action,~24min,TV-Series,24,2019
Ace of the Diamond: Second Season,3.97 Excellent,"MADHOUSE Inc., Production I.G., Inc.",Manga,Ganbatte,~24min,TV-Series,51,2015
Major 4th Season,3.96 Excellent,"SynergySP Co. ,Ltd.",Manga,Ganbatte,~24min,TV-Series,26,2008
ef: a tale of memories.,3.95 Excellent,SHAFT Inc.,Visual Novel,Sentimental Drama,~24min,TV-Series,12,2007
Nodame Cantabile: Finale,3.96 Excellent,"J.C.STAFF Co., Ltd.",Manga,Romantic Comedy,~24min,TV-Series,11,2010
Tomo-chan Is a Girl!,3.95 Excellent,Lay-duce Inc.,Manga,Romantic Comedy,~24min,TV-Series,13,2023
Bungo Stray Dogs 2,3.95 Excellent,BONES Inc.,Manga,Action Comedy,~24min,TV-Series,12,2016
How a Realist Hero Rebuilt the Kingdom: Part 2,3.95 Excellent,"J.C.STAFF Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,13,2022
Grand Blue Dreaming,3.95 Excellent,"ZERO-G, Inc.",Manga,Nonsense-Comedy,~24min,TV-Series,12,2018
Noragami,3.95 Excellent,BONES Inc.,Manga,Action,~24min,TV-Series,12,2014
Barakamon,3.95 Excellent,"Kinema Citrus Co., Ltd.",Manga,Slice of Life Comedy,~23min,TV-Series,12,2014
Initial D: Second Stage,3.95 Excellent,Pastel,Manga,Ganbatte,~23min,TV-Series,13,1999
Delicious in Dungeon,3.95 Excellent,TRIGGER Inc.,Manga,Adventure Comedy,~26min,TV-Series,24,2023
Black Clover,3.94 Excellent,"Pierrot Co., Ltd.",Manga,Fighting-Shounen,~24min,TV-Series,170,2017
Miss Kobayashi’s Dragon Maid,3.94 Excellent,"Kyoto Animation Co., Ltd.",Manga,Slice of Life Comedy,~24min,TV-Series,13,2017
Psycho-Pass: Extended Edition,4.08 Excellent,"Production I.G., Inc.",Original Work,Crime Fiction,~46min,TV-Series,11,2014
Run with the Wind,3.96 Excellent,"Production I.G., Inc.",Novel,Drama,~23min,TV-Series,23,2018
xxxHOLiC: Kei,3.95 Excellent,"Production I.G., Inc.",Manga,Ghost Stories,~24min,TV-Series,13,2008
K-On! Season 2,3.94 Excellent,"Kyoto Animation Co., Ltd.",Manga,Slice of Life Comedy,~24min,TV-Series,24,2010
Kaiji: Ultimate Survivor,3.94 Excellent,MADHOUSE Inc.,Manga,Thriller,~23min,TV-Series,26,2007
Sacrificial Princess and the King of Beasts,3.96 Excellent,"J.C.STAFF Co., Ltd.",Manga,Romance,~24min,TV-Series,24,2023
Kimi ni Todoke: From Me to You - Season 2,3.94 Excellent,"Production I.G., Inc.",Manga,Romantic Comedy,~25min,TV-Series,12,2011
Snow White with the Red Hair,3.94 Excellent,BONES Inc.,Manga,Romance,~24min,TV-Series,12,2015
Call of the Night,3.94 Excellent,LIDEN FILMS Inc.,Manga,Romantic Comedy,~24min,TV-Series,13,2022
Alya Sometimes Hides Her Feelings in Russian,3.94 Excellent,Doga Kobo,Light Novel,Romantic Comedy,~24min,TV-Series,12,2024
Ghost in the Shell: Stand Alone Complex,3.94 Excellent,"Production I.G., Inc.",Manga,Action Drama,~25min,TV-Series,26,2002
Banana Fish,3.95 Excellent,"MAPPA Co., Ltd.",Manga,Action Drama,~23min,TV-Series,24,2018
The World’s Finest Assassin Gets Reincarnated in Another World as an Aristocrat,3.94 Excellent,"SILVER LINK., Studio Palett",Light Novel,Action,~24min,TV-Series,12,2021
Space Brothers,3.96 Excellent,A-1 Pictures Inc.,Manga,Slice of Life Drama,~24min,TV-Series,99,2012
Tokyo Ghoul,3.93 Excellent,"Pierrot Co., Ltd.",Manga,Horror,~24min,TV-Series,12,2014
Tokyo Magnitude 8.0,3.93 Excellent,"BONES Inc., Kinema Citrus Co., Ltd.",Original Work,Drama,~23min,TV-Series,11,2009
Soul Eater,3.93 Excellent,BONES Inc.,Manga,Fighting-Shounen,~24min,TV-Series,51,2008
Arifureta: From Commonplace to World’s Strongest - Season 2,3.93 Excellent,"asread, studio MOTHER Inc.",Light Novel,Adventure,~24min,TV-Series,12,2022
My Love Story!!,3.93 Excellent,MADHOUSE Inc.,Manga,Romantic Comedy,~23min,TV-Series,24,2015
Plastic Memories,3.93 Excellent,Doga Kobo,Original Work,Slice of Life Drama,~24min,TV-Series,13,2015
Ya Boy Kongming!,3.95 Excellent,"P.A. Works Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2022
Iroduku: The World in Colors,3.93 Excellent,"P.A. Works Co., Ltd.",Original Work,Slice of Life Drama,~24min,TV-Series,13,2018
Orb: On the Movements of the Earth,3.96 Excellent,MADHOUSE Inc.,Manga,Adventure,~25min,TV-Series,25,2024
Akame ga Kill!,3.92 Excellent,"WHITE FOX Co., Ltd.",Manga,Action Drama,~24min,TV-Series,24,2014
IDOLiSH7 Second Beat!,4.06 Excellent,TROYCA Inc.,Video Game,Ganbatte,~24min,TV-Series,15,2020
"Don’t Toy with Me, Miss Nagatoro 2nd Attack",3.93 Excellent,"OLM, Inc.",Manga,Romantic Comedy,~24min,TV-Series,12,2023
Durarara!! ×2 The Third Arc,3.93 Excellent,Shuka Inc.,Light Novel,Action,~24min,TV-Series,12,2016
Ouran High School Host Club,3.92 Excellent,BONES Inc.,Manga,Romantic Comedy,~24min,TV-Series,26,2006
The Misfit of Demon King Academy,3.92 Excellent,SILVER LINK.,Light Novel,Action,~24min,TV-Series,13,2020
Major 3rd Season,3.93 Excellent,"Studio Hibari Co., Ltd.",Manga,Ganbatte,~24min,TV-Series,26,2007
Dr. Stone: Science Future - Cour 2,4.03 Excellent,"TMS Entertainment Co., Ltd.",Manga,Adventure,~24min,TV-Series,12,2025
Tonikawa: Over the Moon for You - Season 2,3.93 Excellent,Seven Arcs Ltd.,Manga,Romantic Comedy,~24min,TV-Series,12,2023
Honey and Clover II,3.92 Excellent,"J.C.STAFF Co., Ltd.",Manga,Romance,~23min,TV-Series,12,2006
Mobile Suit Gundam: The Witch from Mercury (Season 2),3.95 Excellent,SUNRISE Inc.,Original Work,Action Drama,~24min,TV-Series,12,2023
Claymore,3.91 Excellent,MADHOUSE Inc.,Manga,Fighting-Shounen,~23min,TV-Series,26,2007
From the New World,3.92 Excellent,A-1 Pictures Inc.,Novel,Drama,~23min,TV-Series,25,2012
NieR:Automata Ver1.1a (Cour 2),3.95 Excellent,A-1 Pictures Inc.,Video Game,Action,~24min,TV-Series,12,2024
Nodame Cantabile: Paris-hen,3.92 Excellent,"J.C.STAFF Co., Ltd.",Manga,Romantic Comedy,~24min,TV-Series,11,2008
The Yakuza’s Guide to Babysitting,3.92 Excellent,"Benten Film Co., Ltd., feel.",Manga,Slice of Life,~24min,TV-Series,12,2022
Golden Kamuy 4,3.95 Excellent,Brain’s Base,Manga,Adventure,~24min,TV-Series,13,2022
Why Raeliana Ended Up at the Duke’s Mansion,3.92 Excellent,"Typhoon Graphics Co., Ltd.",Manhwa,Romance,~24min,TV-Series,12,2023
Farming Life in Another World,3.92 Excellent,"ZERO-G, Inc.",Light Novel,Slice of Life Comedy,~24min,TV-Series,12,2023
The Disastrous Life of Saiki K.,3.92 Excellent,"EGG FIRM, J.C.STAFF Co., Ltd.",Manga,Slice of Life Comedy,~5min,TV-Series,120,2016
Black Butler: Emerald Witch Arc,3.98 Excellent,CloverWorks Inc.,Manga,Supernatural Drama,~24min,TV-Series,13,2025
The Quintessential Quintuplets,3.91 Excellent,"Tezuka Productions Co., Ltd.",Manga,Romantic Comedy,~24min,TV-Series,12,2019
Magi: The Labyrinth of Magic,3.91 Excellent,A-1 Pictures Inc.,Manga,Adventure,~24min,TV-Series,25,2012
Konosuba: God’s Blessing on This Wonderful World!,3.91 Excellent,"Studio DEEN Co., Ltd.",Light Novel,Adventure Comedy,~24min,TV-Series,10,2016
Kaiji: Against All Rules,3.92 Excellent,MADHOUSE Inc.,Manga,Thriller,~23min,TV-Series,26,2011
Banner of the Stars II,3.92 Excellent,SUNRISE Inc.,Light Novel,Action Drama,~25min,TV-Series,10,2001
Yuri!!! on Ice,3.91 Excellent,"MAPPA Co., Ltd.",Original Work,Ganbatte,~23min,TV-Series,12,2016
Kenichi: The Mightiest Disciple,3.91 Excellent,"TMS Entertainment Co., Ltd.",Manga,Fighting-Shounen,~25min,TV-Series,50,2006
Berserk: The Golden Age Arc - Memorial Edition,3.97 Excellent,"STUDIO 4°C Co., Ltd.",,Action Drama,~25min,TV-Series,13,2022
ef: a tale of melodies.,3.91 Excellent,SHAFT Inc.,Visual Novel,Romantic Drama,~24min,TV-Series,12,2008
Hikaru no Go,3.91 Excellent,"Pierrot Co., Ltd.",Manga,Ganbatte,~23min,TV-Series,75,2001
The Tatami Galaxy,3.85 Excellent,MADHOUSE Inc.,Novel,Comedy,~24min,TV-Series,11,2010
Sleepy Princess in the Demon Castle,3.84 Excellent,Doga Kobo,Manga,Comedy,~24min,TV-Series,12,2020
Dragon Ball Z Kai: The Final Chapters,3.84 Excellent,"Toei Animation Co., Ltd.",Manga,Fighting-Shounen,~23min,TV-Series,61,2014
"Don’t Toy with Me, Miss Nagatoro",3.83 Excellent,"Telecom Animation Film Co., Ltd.",Manga,Romantic Comedy,~24min,TV-Series,12,2021
Nisekoi: False Love,3.83 Excellent,SHAFT Inc.,Manga,Romantic Comedy,~24min,TV-Series,20,2014
Skip and Loafer,3.84 Excellent,"P.A. Works Co., Ltd.",Manga,Slice of Life Drama,~24min,TV-Series,12,2023
Kimi ni Todoke: From Me to You,3.83 Excellent,"Production I.G., Inc.",Manga,Romantic Comedy,~23min,TV-Series,25,2009
Wind Breaker: Season 2,3.85 Excellent,CloverWorks Inc.,Manga,Action,~24min,TV-Series,12,2025
The World God Only Knows: Season 2,3.83 Excellent,manglobe Inc.,Manga,Romantic Comedy,~24min,TV-Series,12,2011
Gushing over Magical Girls,3.84 Excellent,ASAHI PRODUCTION,Manga,Action Comedy,~24min,TV-Series,13,2024
Komi Can’t Communicate,3.83 Excellent,"OLM, Inc.",Manga,Romantic Comedy,~24min,TV-Series,12,2021
Parallel World Pharmacy,3.83 Excellent,diomedéa inc.,Light Novel,Drama,~24min,TV-Series,12,2022
Shadows House,3.84 Excellent,CloverWorks Inc.,Manga,Supernatural Drama,~24min,TV-Series,13,2021
